"","MAR.Open","MAR.High","MAR.Low","MAR.Close","MAR.Volume","MAR.Adjusted"
"2001-06-11",21.17061,21.212561,20.998152,21.203239,2102300,17.559441
"2001-06-12",21.203239,21.203239,20.848997,20.946878,1700400,17.347139
"2001-06-13",20.928234,21.203239,20.830353,20.998152,2098500,17.389593
"2001-06-14",21.114677,21.221882,20.890945,20.900269,1724300,17.308535
"2001-06-15",21.184595,21.548159,20.984167,21.319765,1987200,17.655937
"2001-06-18",21.534176,21.534176,21.161289,21.273155,1057900,17.617344
"2001-06-19",21.594769,22.070198,21.417648,21.911722,2220100,18.146166
"2001-06-20",21.916384,22.079521,21.501547,21.879095,2270800,18.119148
"2001-06-21",21.734602,22.321898,21.627396,22.298592,1105600,18.466547
"2001-06-22",22.298592,22.298592,21.883757,21.9863,1427400,18.207928
"2001-06-25",21.9863,22.214693,21.725279,21.888416,1004100,18.126871
"2001-06-26",21.580786,21.818501,21.329088,21.496887,1166000,17.802618
"2001-06-27",21.580786,22.046894,21.580786,21.678669,931900,17.978504
"2001-06-28",21.548159,22.200708,21.548159,21.795195,1723200,18.075146
"2001-06-29",21.795195,22.196049,21.55748,22.065538,1981000,18.299345
"2001-07-02",22.065538,22.676138,22.065538,22.662155,1516500,18.794128
"2001-07-03",22.662155,22.690123,22.559612,22.657494,1160700,18.790264
"2001-07-05",22.615545,22.736732,22.331219,22.373169,1752600,18.554466
"2001-07-06",22.377831,22.419779,21.77655,21.818501,1587400,18.094475
"2001-07-09",21.823162,22.261303,21.678669,21.907061,1654300,18.167921
"2001-07-10",21.711296,22.144775,21.55282,21.962994,2453900,18.214296
"2001-07-11",21.907061,21.907061,21.217222,21.329088,2823200,17.688589
"2001-07-12",21.440954,22.312574,21.114677,22.265965,2698400,18.465559
"2001-07-13",22.126131,22.778683,22.023588,22.72275,1496300,18.844379
"2001-07-16",22.606222,23.063007,22.54563,22.848598,1767800,18.94875
"2001-07-17",22.85326,23.174873,22.662155,23.058348,3387600,19.122705
"2001-07-18",22.94182,23.07233,22.690123,22.918514,1039400,19.006727
"2001-07-19",22.923176,23.07233,22.554951,22.825293,917200,18.929422
"2001-07-20",22.792665,22.955803,22.046894,22.359186,3025900,18.542879
"2001-07-23",22.466391,22.466391,22.093504,22.112148,1132800,18.337992
"2001-07-24",22.373169,22.582918,21.725279,21.841806,1622500,18.113794
"2001-07-25",21.841806,22.648172,21.841806,22.582918,1497600,18.728418
"2001-07-26",22.256641,22.72275,22.140116,22.713427,1225000,18.836649
"2001-07-27",22.629528,22.63419,22.331219,22.377831,2443900,18.558323
"2001-07-30",22.377831,22.489697,22.214693,22.33588,834900,18.523548
"2001-07-31",22.33588,22.792665,22.093504,22.256641,2072300,18.457829
"2001-08-01",22.419779,22.848598,22.373169,22.606222,1774800,18.747738
"2001-08-02",22.610884,22.913855,22.610884,22.81131,1082800,18.91782
"2001-08-03",22.815971,22.839277,22.601563,22.736732,1153900,18.85597
"2001-08-06",22.736732,22.746056,22.303253,22.489697,1242900,18.651108
"2001-08-07",22.489697,22.489697,22.186726,22.391813,2174900,18.569933
"2001-08-08",22.391813,22.559612,22.242659,22.265965,1020400,18.465559
"2001-08-09",22.265965,22.489697,21.846468,22.214693,2016100,18.423044
"2001-08-10",21.916384,22.373169,21.916384,22.265965,1235400,18.465559
"2001-08-13",22.265965,22.326557,21.939688,22.140116,627700,18.361197
"2001-08-14",22.256641,22.256641,21.860451,22.177404,555400,18.392111
"2001-08-15",22.140116,22.256641,21.785873,21.799856,1318700,18.079004
"2001-08-16",21.767229,21.846468,21.580786,21.748585,2065700,18.036491
"2001-08-17",21.515532,21.874434,21.385021,21.520191,1073300,17.84708
"2001-08-20",21.636719,21.674007,21.263832,21.608751,903400,17.920528
"2001-08-21",21.818501,21.818501,21.324427,21.440954,1338100,17.781363
"2001-08-22",21.440954,21.785873,21.212561,21.473581,1809300,17.808426
"2001-08-23",21.660025,21.669346,21.347733,21.64138,983000,17.947578
"2001-08-24",21.524853,22.088842,21.524853,22.07486,945300,18.307074
"2001-08-27",22.079521,22.140116,21.823162,21.869772,1165800,18.136995
"2001-08-28",21.813839,21.907061,21.352392,21.431631,1366200,17.773634
"2001-08-29",21.440954,21.487564,21.03544,21.133322,1197100,17.526236
"2001-08-30",20.974846,20.974846,19.832882,20.219751,4064300,16.768597
"2001-08-31",20.019325,20.601959,20.019325,20.438822,2220700,16.950283
"2001-09-04",20.275684,20.648571,20.275684,20.480772,1572100,16.985067
"2001-09-05",20.480772,20.667215,20.205769,20.368906,2628700,16.892298
"2001-09-06",19.157026,19.529911,19.13372,19.268892,7592100,15.980031
"2001-09-07",19.385418,19.459995,18.877361,19.115076,3468300,15.852477
"2001-09-10",18.993889,19.34347,18.989227,19.040499,2673700,15.790628
"2001-09-17",16.313768,16.896404,15.008667,15.031973,12080500,12.466282
"2001-09-18",14.915446,15.218416,14.220945,14.356116,7561400,11.905786
"2001-09-19",14.006536,14.216285,13.493817,14.216285,6482600,11.789819
"2001-09-20",13.703566,13.871365,12.72474,13.493817,6199500,11.19066
"2001-09-21",12.771351,14.216285,12.771351,13.983231,5496200,11.596539
"2001-09-24",14.039164,14.775614,14.039164,14.286201,4002300,11.847804
"2001-09-25",14.379422,14.910785,14.276878,14.495949,4547300,12.021749
"2001-09-26",15.031973,15.143839,14.677731,14.868835,6017100,12.356819
"2001-09-27",14.752308,15.171805,14.351456,15.171805,4868900,12.608603
"2001-09-28",15.171805,15.567997,14.826885,15.567997,2798200,12.93786
"2001-10-01",15.381554,15.381554,14.798919,15.031973,2150800,12.492392
"2001-10-02",14.89214,14.990023,14.472644,14.84553,4721300,12.337448
"2001-10-03",14.80358,15.829017,14.775614,15.614608,3805100,12.976597
"2001-10-04",15.619268,15.698506,14.84553,14.962056,6270800,12.43429
"2001-10-05",14.495949,15.544691,14.472644,15.432825,5334800,12.825526
"2001-10-08",15.437487,15.437487,14.733664,14.915446,3369400,12.395555
"2001-10-09",14.729003,14.752308,14.351456,14.393405,3352900,11.961709
"2001-10-10",14.211623,14.934091,14.057808,14.859513,2033300,12.349071
"2001-10-11",15.265027,15.959527,14.985362,15.731134,6139700,13.073435
"2001-10-12",15.49808,15.619268,14.962056,15.614608,3184000,12.976597
"2001-10-15",15.49808,15.619268,15.269688,15.549353,2147600,12.922369
"2001-10-16",15.731134,15.973511,15.614608,15.898933,2160600,13.212883
"2001-10-17",15.987494,16.164614,15.306976,15.526047,4318500,12.902997
"2001-10-18",15.484097,15.484097,14.84553,14.915446,3818600,12.395555
"2001-10-19",14.915446,15.055278,14.495949,14.985362,2238300,12.45366
"2001-10-22",14.868835,15.288332,14.817563,15.213755,1026400,12.643468
"2001-10-23",15.437487,15.567997,15.209094,15.269688,1486900,12.689948
"2001-10-24",15.288332,15.404859,14.775614,14.817563,2799500,12.314205
"2001-10-25",14.449338,15.521386,14.332811,15.470114,4436000,12.856512
"2001-10-26",15.353587,15.661218,15.213755,15.470114,2028900,12.856512
"2001-10-29",15.255705,15.400198,14.962056,15.013329,1228700,12.476898
"2001-10-30",14.752308,14.985362,14.258234,14.309505,4116300,11.891989
"2001-10-31",14.309505,14.915446,14.309505,14.603154,2330800,12.136021
"2001-11-01",14.612475,15.087906,14.570526,14.896802,1850800,12.38006
"2001-11-02",14.850191,15.19511,14.780274,14.985362,718700,12.45366
"2001-11-05",15.19511,15.563335,15.041295,15.148499,1899100,12.589234
"2001-11-06",15.148499,15.171805,14.915446,15.148499,1386600,12.589234
"2001-11-07",15.265027,16.080715,15.241721,15.726473,2604600,13.069562
"2001-11-08",15.698506,16.476906,15.637913,16.080715,2659500,13.363957
"2001-11-09",15.824356,15.894272,15.386214,15.847661,1820200,13.170276
"2001-11-12",15.334943,15.442147,14.84553,15.148499,3814100,12.589234
"2001-11-13",15.451469,16.215887,15.390876,16.080715,2046700,13.363957
"2001-11-14",16.36038,16.803183,16.267159,16.779877,2543000,13.944998
"2001-11-15",17.026915,17.595566,16.910387,17.110813,3966800,14.220024
"2001-11-16",17.357851,17.357851,16.938353,17.245985,2031600,14.332361
"2001-11-19",17.245985,17.404461,17.01293,17.129457,1950000,14.235516
"2001-11-20",17.245985,17.245985,16.849792,16.919708,1360200,14.061204
"2001-11-21",16.826487,16.863775,16.323092,16.509535,1642800,13.720328
"2001-11-23",16.556145,16.952337,16.500212,16.859116,459400,14.010844
"2001-11-26",16.742588,17.129457,16.742588,17.110813,1309500,14.220024
"2001-11-27",17.297256,17.516327,17.026915,17.287933,2638400,14.36722
"2001-11-28",17.255306,17.343866,17.031574,17.087507,990700,14.200655
"2001-11-29",17.01293,17.152763,16.733265,17.110813,1136500,14.220024
"2001-11-30",17.003609,17.744719,17.003609,17.534971,1699600,14.572519
"2001-12-03",17.479038,17.772686,17.423105,17.670143,1802600,14.68486
"2001-12-04",17.670143,17.945147,17.53031,17.926502,1985800,14.897914
"2001-12-05",17.926502,19.110415,17.833281,18.928633,3173700,15.730732
"2001-12-06",18.73753,19.068466,18.690918,19.007872,2879600,15.79658
"2001-12-07",18.779478,18.877361,18.560408,18.73753,1765500,15.571909
"2001-12-10",18.644308,18.732868,18.457865,18.471848,2171800,15.35112
"2001-12-11",18.588375,18.686256,18.364643,18.551086,2323400,15.416973
"2001-12-12",18.387949,18.527781,18.00108,18.024384,1577600,14.979247
"2001-12-13",17.782007,18.098961,17.716753,17.973112,2130900,14.936643
"2001-12-14",17.973112,18.196844,17.856585,18.043028,1370500,14.994749
"2001-12-17",17.959129,18.033707,17.516327,17.758703,2497100,14.758461
"2001-12-18",18.038368,18.26676,17.991756,18.117605,1705600,15.056722
"2001-12-19",18.117605,18.262098,18.038368,18.117605,1073700,15.056722
"2001-12-20",18.294727,18.593035,18.201506,18.48583,1682000,15.362743
"2001-12-21",18.78414,18.8727,18.579052,18.597696,3132800,15.455706
"2001-12-24",18.504475,18.597696,18.420576,18.457865,1029400,15.339502
"2001-12-26",18.411253,18.970583,18.401932,18.877361,2694800,15.713924
"2001-12-27",19.017193,19.208298,18.900667,19.110415,1238300,15.907913
"2001-12-28",18.993889,19.338808,18.812105,19.18033,1306700,15.966125
"2001-12-31",19.13372,19.240925,18.942616,18.947277,1477800,15.772117
"2002-01-02",18.933294,18.975245,18.621002,18.644308,2122500,15.51992
"2002-01-03",18.644308,18.788801,18.551086,18.788801,2311800,15.640198
"2002-01-04",18.78414,19.282875,18.78414,19.250248,1513100,16.024311
"2002-01-07",19.483301,19.674406,19.338808,19.385418,1927000,16.136841
"2002-01-08",19.063805,19.47864,18.970583,19.105755,1521600,15.90404
"2002-01-09",19.222281,19.371435,18.942616,18.965921,1240500,15.787636
"2002-01-10",18.96126,19.110415,18.877361,18.96126,1046000,15.783759
"2002-01-11",18.96126,19.082449,18.583714,18.672274,1251400,15.543196
"2002-01-14",18.607019,18.667612,18.364643,18.369305,897200,15.290998
"2002-01-15",18.411253,18.551086,17.996418,18.248116,1721300,15.190124
"2002-01-16",18.201506,18.392609,18.098961,18.098961,3765900,15.065961
"2002-01-17",18.294727,18.411253,18.117605,18.406593,1090700,15.322042
"2002-01-18",18.248116,18.621002,18.248116,18.462524,1170800,15.368595
"2002-01-22",18.527781,18.532442,17.805313,18.070995,1818100,15.042684
"2002-01-23",18.271421,18.271421,17.782007,17.823957,1670300,14.837044
"2002-01-24",17.875229,18.126928,17.833281,18.103622,1157500,15.069846
"2002-01-25",18.103622,18.429897,18.047689,18.234133,763800,15.178482
"2002-01-28",18.1782,18.401932,18.057013,18.35066,730300,15.275481
"2002-01-29",18.667612,18.746851,18.448542,18.630323,2494400,15.508274
"2002-01-30",18.644308,18.83075,18.22481,18.415915,3794000,15.3298
"2002-01-31",18.364643,19.105755,18.364643,19.007872,2265900,15.822556
"2002-02-01",18.886683,19.087111,18.69558,18.877361,2029100,15.713924
"2002-02-04",18.877361,18.900667,18.406593,18.415915,1713100,15.3298
"2002-02-05",18.532442,18.816767,18.434559,18.746851,2779200,15.60528
"2002-02-06",18.78414,18.877361,18.173538,18.22481,5243400,15.170725
"2002-02-07",18.22481,18.527781,17.977774,18.112944,4174800,15.077604
"2002-02-08",18.117605,18.117605,17.595566,17.959129,2655600,14.949563
"2002-02-11",17.945147,17.945147,17.129457,17.474377,6378700,14.546043
"2002-02-12",17.474377,17.474377,17.01293,17.199373,4582400,14.317127
"2002-02-13",16.500212,18.345999,16.127325,18.345999,11689300,15.271593
"2002-02-14",18.038368,18.1782,17.735397,18.015062,3741500,14.996119
"2002-02-15",17.646837,17.851925,17.61421,17.716753,2959800,14.747806
"2002-02-19",17.800652,17.805313,17.320562,17.516327,1412200,14.580965
"2002-02-20",17.632854,18.411253,17.474377,18.22015,2563100,15.166842
"2002-02-21",18.22481,18.406593,17.74938,17.777348,1465900,14.798244
"2002-02-22",17.735397,17.758703,17.339207,17.758703,1542300,14.782728
"2002-02-25",17.875229,17.987095,17.609549,17.823957,1866200,14.837044
"2002-02-26",17.688787,18.057013,17.679464,18.015062,1897900,14.996119
"2002-02-27",17.805313,17.991756,17.726076,17.828619,2015000,14.840919
"2002-02-28",17.898535,19.157026,17.898535,18.39727,4647000,15.314283
"2002-03-01",18.504475,19.34347,18.504475,19.287537,6670800,16.055359
"2002-03-04",19.553217,19.832882,19.34347,19.818899,4891800,16.497677
"2002-03-05",19.818899,20.07992,19.390079,20.07992,2707100,16.714954
"2002-03-06",19.837543,20.504078,19.809576,20.252378,3764800,16.858511
"2002-03-07",20.135853,20.443483,19.982037,20.275684,2045200,16.877914
"2002-03-08",20.275684,20.480772,20.16848,20.406195,1484600,16.986553
"2002-03-11",20.182463,20.271023,19.996019,20.224413,1525100,16.83523
"2002-03-12",20.224413,20.504078,19.921442,20.504078,1513600,17.068035
"2002-03-13",20.238396,20.392212,20.135853,20.317635,1810300,16.91284
"2002-03-14",20.317635,20.322294,20.107885,20.266361,1308700,16.870146
"2002-03-15",20.275684,20.308311,20.196445,20.275684,3600500,16.877914
"2002-03-18",20.462128,20.73247,20.392212,20.695181,2303700,17.227108
"2002-03-19",20.671875,21.203239,20.615942,21.151966,3291500,17.607347
"2002-03-20",20.835014,21.203239,20.797726,21.049423,2152500,17.52199
"2002-03-21",20.881624,21.058744,20.536705,20.765097,1053800,17.285311
"2002-03-22",20.765097,21.021456,20.532043,20.741793,1492800,17.265913
"2002-03-25",20.858318,20.86298,20.294329,20.438822,1138400,17.013712
"2002-03-26",20.485434,20.676537,20.163818,20.354923,1339400,16.943871
"2002-03-27",20.354923,20.68586,20.285006,20.560009,597100,17.114588
"2002-03-28",20.793064,21.179934,20.615942,20.95154,2290400,17.440504
"2002-04-01",21.114677,21.114677,20.462128,20.788403,1655700,17.304716
"2002-04-02",20.755775,20.755775,20.3456,20.573994,1162400,17.15123
"2002-04-03",20.457466,20.518061,20.042631,20.266361,1048700,16.894775
"2002-04-04",20.149836,20.415516,20.056614,20.359583,1387800,16.97249
"2002-04-05",20.322294,20.667215,20.261702,20.569332,1014300,17.147343
"2002-04-08",20.569332,20.695181,20.317635,20.541365,1339400,17.124027
"2002-04-09",20.382889,20.960863,20.229073,20.918913,1976600,17.43877
"2002-04-10",20.881624,21.137983,20.68586,21.114677,1715300,17.601963
"2002-04-11",20.974846,21.091373,20.723148,20.835014,2150000,17.368826
"2002-04-12",20.881624,21.161289,20.86298,20.998152,1284700,17.504831
"2002-04-15",21.021456,21.030779,20.881624,20.979507,1305400,17.489281
"2002-04-16",20.979507,21.203239,20.620604,20.779081,1941600,17.322197
"2002-04-17",20.765097,21.114677,20.676537,20.90493,1430800,17.42712
"2002-04-18",21.161289,21.417648,20.229073,21.021456,3340900,17.52426
"2002-04-19",21.021456,21.198578,20.979507,21.142645,1789000,17.625275
"2002-04-22",20.974846,21.161289,20.974846,21.068068,1236700,17.563107
"2002-04-23",21.063406,21.203239,20.998152,21.203239,1916100,17.675797
"2002-04-24",21.347733,21.650702,21.2918,21.59943,2215700,18.006077
"2002-04-25",21.366377,21.604092,21.296459,21.385021,1523000,17.827341
"2002-04-26",21.385021,21.613413,21.231205,21.249849,1587400,17.714643
"2002-04-29",21.021456,21.217222,20.667215,20.68586,1862400,17.24449
"2002-04-30",20.741793,20.793064,20.480772,20.480772,2096400,17.073515
"2002-05-01",20.620604,20.625265,20.406195,20.522722,1925800,17.108486
"2002-05-02",20.550688,20.601959,20.3456,20.499416,1133600,17.08906
"2002-05-03",20.494755,20.494755,19.814238,20.019325,3845000,16.688833
"2002-05-06",20.023987,20.023987,19.264231,19.282875,2685900,16.074907
"2002-05-07",19.324825,19.52059,19.273552,19.278214,1929400,16.07102
"2002-05-08",19.357452,19.604488,18.742189,19.226942,3699300,16.028282
"2002-05-09",19.129059,19.203636,18.83075,18.947277,3928700,15.79514
"2002-05-10",18.947277,19.152365,18.415915,18.457865,3507900,15.387153
"2002-05-13",18.48583,18.877361,18.411253,18.798122,2417100,15.670802
"2002-05-14",18.877361,19.427368,18.877361,19.301519,2284700,16.090446
"2002-05-15",19.301519,20.042631,19.105755,19.907459,2730200,16.595575
"2002-05-16",20.000681,20.159157,19.809576,19.91678,1429800,16.603352
"2002-05-17",19.762966,19.786272,19.13372,19.688389,3013800,16.412962
"2002-05-20",19.688389,19.758305,19.287537,19.34347,2343100,16.125427
"2002-05-21",19.254908,19.254908,18.718885,18.728207,1811400,15.612513
"2002-05-22",18.728207,18.728207,17.996418,18.387949,3223900,15.32887
"2002-05-23",18.504475,18.634985,18.271421,18.504475,1578600,15.426
"2002-05-24",18.569731,18.868038,18.546425,18.686256,1449700,15.577542
"2002-05-28",18.877361,18.877361,18.084978,18.154894,1775400,15.134581
"2002-05-29",18.159555,18.518457,17.945147,18.420576,1721100,15.356066
"2002-05-30",18.420576,18.504475,18.271421,18.39727,1582700,15.336637
"2002-05-31",18.653629,18.984566,18.537102,18.849394,2131700,15.713547
"2002-06-03",18.900667,18.96126,18.322693,18.39727,1865200,15.336637
"2002-06-04",18.39727,18.639647,18.131588,18.13625,2311100,15.119039
"2002-06-05",18.13625,18.467186,17.945147,18.415915,1204000,15.352178
"2002-06-06",18.434559,18.457865,18.080317,18.08964,1577100,15.080181
"2002-06-07",18.08964,18.518457,17.996418,18.271421,980600,15.231729
"2002-06-10",18.271421,18.807446,18.22481,18.625664,927900,15.527031
"2002-06-11",18.900667,19.026516,18.336676,18.523119,1501200,15.441546
"2002-06-12",18.504475,18.551086,18.057013,18.070995,3218800,15.064641
"2002-06-13",17.945147,18.196844,17.809975,17.907858,1515300,14.92864
"2002-06-14",17.57226,17.945147,17.362511,17.763363,3307600,14.808197
"2002-06-17",17.968451,18.579052,17.968451,18.569731,1604000,15.480404
"2002-06-18",18.569731,18.569731,18.150232,18.336676,1380500,15.286121
"2002-06-19",18.318031,18.644308,18.150232,18.290066,1676200,15.247266
"2002-06-20",18.294727,18.560408,18.215488,18.318031,1304100,15.270578
"2002-06-21",18.182861,18.760834,18.182861,18.527781,2485800,15.445432
"2002-06-24",18.411253,18.411253,18.019724,18.313372,2145000,15.266686
"2002-06-25",18.304049,18.621002,18.015062,18.084978,1980600,15.10321
"2002-06-26",17.945147,18.015062,17.716753,17.968451,1997800,15.005891
"2002-06-27",18.061672,18.1782,17.809975,18.043028,2160100,15.068175
"2002-06-28",17.926502,18.094299,17.735397,17.735397,2176200,14.811261
"2002-07-01",17.782007,18.154894,17.129457,17.152763,2455400,14.324697
"2002-07-02",17.129457,17.134119,16.262497,16.686655,4402700,13.93543
"2002-07-03",16.915049,16.989626,16.309109,16.728605,3135300,13.970468
"2002-07-05",16.845131,17.726076,16.826487,17.656158,882000,14.745091
