"","EL.Open","EL.High","EL.Low","EL.Close","EL.Volume","EL.Adjusted"
"2005-08-05",19.485001,19.58,19.025,19.15,2092400,14.606457
"2005-08-08",19.139999,19.209999,18.855,18.950001,2201200,14.453908
"2005-08-09",18.924999,18.955,18.709999,18.795,3340400,14.335682
"2005-08-10",18.85,18.85,18.65,18.695,3130600,14.259406
"2005-08-11",18.695,18.895,18.645,18.809999,1990000,14.347121
"2005-08-12",18.74,18.825001,18.65,18.66,2141400,14.232711
"2005-08-15",18.709999,18.9,18.66,18.700001,3128000,14.263225
"2005-08-16",19.6,20.540001,19.575001,20.4,13127800,15.559876
"2005-08-17",20.549999,20.695,20.26,20.49,4296000,15.628527
"2005-08-18",20.525,21.004999,20.475,20.92,6045600,15.956503
"2005-08-19",20.875,20.879999,20.665001,20.73,4129000,15.811578
"2005-08-22",20.715,20.825001,20.445,20.535,3779000,15.662839
"2005-08-23",20.5,20.58,20.35,20.365,2489400,15.533181
"2005-08-24",20.299999,20.299999,20.01,20.084999,3761200,15.319615
"2005-08-25",20.049999,20.245001,20.025,20.23,1666200,15.430214
"2005-08-26",20.225,20.23,19.934999,19.955,1563200,15.220457
"2005-08-29",19.955,20.299999,19.945,20.295,1210400,15.479786
"2005-08-30",20.275,20.445,19.965,20.174999,2159000,15.388256
"2005-08-31",20.120001,20.26,20.049999,20.195,2155000,15.403514
"2005-09-01",20.139999,20.365,20.075001,20.295,2081600,15.479786
"2005-09-02",20.280001,20.370001,20.139999,20.264999,1093800,15.456907
"2005-09-06",20.26,20.395,20.115,20.385,1152000,15.548432
"2005-09-07",20.465,20.575001,20.35,20.525,2424000,15.655216
"2005-09-08",20.545,20.545,20.025,20.08,2308200,15.315804
"2005-09-09",20.08,20.23,20.004999,20.16,1520800,15.376815
"2005-09-12",20.07,20.334999,19.955,20.184999,777800,15.395885
"2005-09-13",20.075001,20.205,19.965,19.995001,1542800,15.250965
"2005-09-14",19.975,20.045,19.77,19.799999,1874200,15.102231
"2005-09-15",19.885,20.120001,19.815001,20.084999,1173200,15.319615
"2005-09-16",20.120001,20.334999,20.075001,20.290001,1423600,15.47598
"2005-09-19",20.254999,20.375,20.195,20.24,1557200,15.43784
"2005-09-20",18.375,18.375,17.125,18.24,22091200,13.912359
"2005-09-21",18.1,18.125,17.875,17.99,8339000,13.721676
"2005-09-22",17.945,17.969999,17.700001,17.834999,3675000,13.603452
"2005-09-23",17.775,17.860001,17.700001,17.700001,3911800,13.500482
"2005-09-26",17.825001,17.825001,17.455,17.5,7573400,13.347931
"2005-09-27",17.625,17.65,17.475,17.559999,5374200,13.393699
"2005-09-28",17.559999,17.6,17.355,17.355,4763200,13.237332
"2005-09-29",16.875,17.025,16.825001,16.959999,7287800,12.93605
"2005-09-30",16.975,17.469999,16.975,17.415001,2804400,13.2831
"2005-10-03",17.455,17.725,17.424999,17.645,3349200,13.458528
"2005-10-04",17.49,17.790001,17.469999,17.59,3026800,13.41658
"2005-10-05",17.625,17.75,17.325001,17.4,2836800,13.271659
"2005-10-06",17.5,17.639999,17.434999,17.565001,3673200,13.397512
"2005-10-07",17.575001,17.709999,17.52,17.559999,2753000,13.393699
"2005-10-10",17.549999,17.67,17.485001,17.504999,1476000,13.351748
"2005-10-11",17.549999,17.559999,17.424999,17.5,2080000,13.347931
"2005-10-12",17.450001,17.450001,17.15,17.26,2548400,13.164873
"2005-10-13",17.275,17.475,17.209999,17.41,1458000,13.279287
"2005-10-14",17.415001,17.645,17.309999,17.605,1425200,13.42802
"2005-10-17",17.549999,17.775,17.5,17.68,1152400,13.485227
"2005-10-18",17.66,17.83,17.6,17.625,2352600,13.443276
"2005-10-19",17.485001,17.584999,17.27,17.385,1888200,13.26022
"2005-10-20",17.4,17.4,16.950001,16.969999,2940800,12.943677
"2005-10-21",16.99,17.139999,16.870001,16.879999,2221400,12.875033
"2005-10-24",16.93,17.09,16.870001,16.950001,2477400,12.928431
"2005-10-25",16.834999,16.945,16.41,16.629999,3631200,12.684348
"2005-10-26",15.625,15.76,14.99,15.355,13306000,11.711859
"2005-10-27",15.325,15.4,15.15,15.4,8127400,11.746181
"2005-10-28",15.35,16.209999,15.34,16.209999,6735800,12.363998
"2005-10-31",16.235001,16.615,16.219999,16.584999,4548600,12.650025
"2005-11-01",16.540001,16.65,16.4,16.51,3090800,12.592817
"2005-11-02",16.5,16.620001,16.450001,16.615,3418200,12.67291
"2005-11-03",16.615,16.674999,16.485001,16.525,5451600,12.604262
"2005-11-04",16.51,16.6,16.459999,16.5,3270000,12.585195
"2005-11-07",16.575001,16.745001,16.495001,16.629999,1922400,12.684348
"2005-11-08",16.450001,16.6,16.415001,16.450001,1258800,12.547057
"2005-11-09",16.389999,16.615,16.200001,16.605,9393600,12.665281
"2005-11-10",16.684999,16.955,16.525,16.92,1393600,12.905543
"2005-11-11",16.975,17.075001,16.65,16.684999,1438200,12.726299
"2005-11-14",16.705,16.889999,16.455,16.565001,1821400,12.634771
"2005-11-15",16.625,16.785,16.190001,16.424999,2825000,12.52799
"2005-11-16",16.35,16.535,16.125,16.235001,1669000,12.383068
"2005-11-17",16.24,16.690001,16.235001,16.635,1189600,12.688166
"2005-11-18",16.605,16.875,16.530001,16.66,1546400,12.707233
"2005-11-21",16.65,16.805,16.610001,16.725,1070400,12.756809
"2005-11-22",16.725,16.725,16.174999,16.475,1980000,12.566127
"2005-11-23",16.49,16.674999,16.370001,16.584999,1218800,12.650025
"2005-11-25",16.66,16.915001,16.605,16.860001,463000,12.859781
"2005-11-28",16.950001,17.004999,16.610001,16.610001,2150800,12.669098
"2005-11-29",16.605,16.719999,16.485001,16.575001,1484000,12.642401
"2005-11-30",16.549999,16.725,16.5,16.504999,1283400,12.589007
"2005-12-01",16.6,16.825001,16.525,16.725,1997000,12.756809
"2005-12-02",16.690001,17.035,16.549999,17.035,1350200,12.993259
"2005-12-05",17,17.16,16.959999,17.120001,2269600,13.058094
"2005-12-06",17.115,17.129999,16.959999,17.049999,2511200,13.0047
"2005-12-07",16.844999,16.844999,16.549999,16.700001,1696000,13.043755
"2005-12-08",16.65,16.75,16.555,16.59,1725600,12.95784
"2005-12-09",16.535,16.75,16.52,16.66,884000,13.012513
"2005-12-12",16.825001,17.389999,16.790001,17.280001,2373600,13.496773
"2005-12-13",17.33,17.334999,16.975,17.049999,2211600,13.317122
"2005-12-14",17.125,17.26,16.885,17.105,1839600,13.360082
"2005-12-15",17.025,17.215,16.860001,16.93,1619000,13.223396
"2005-12-16",16.934999,17.125,16.834999,16.950001,1976600,13.239021
"2005-12-19",16.975,17.075001,16.684999,16.700001,1078200,13.043755
"2005-12-20",16.655001,16.77,16.355,16.684999,1231000,13.032036
"2005-12-21",16.665001,16.825001,16.42,16.535,1646600,12.914876
"2005-12-22",16.51,16.700001,16.360001,16.535,2025400,12.914876
"2005-12-23",16.434999,16.705,16.434999,16.655001,1032400,13.008609
"2005-12-27",16.75,16.875,16.355,16.434999,980000,12.836771
"2005-12-28",16.375,16.855,16.375,16.700001,1631800,13.043755
"2005-12-29",16.700001,16.875,16.700001,16.76,1188200,13.090618
"2005-12-30",16.700001,16.76,16.610001,16.74,970800,13.074995
"2006-01-03",16.795,16.825001,16.395,16.67,2501400,13.020322
"2006-01-04",17.75,17.77,17.375,17.5,50805400,13.668602
"2006-01-05",17.455,17.469999,17,17.190001,6770400,13.426472
"2006-01-06",17.155001,17.25,17.105,17.125,3064000,13.375705
"2006-01-09",17.165001,17.315001,17.139999,17.315001,2265200,13.524103
"2006-01-10",17.27,17.475,17.209999,17.43,2238000,13.613931
"2006-01-11",17.495001,17.610001,17.315001,17.4,2427400,13.590497
"2006-01-12",17.415001,17.5,17.370001,17.440001,1550000,13.621735
"2006-01-13",17.434999,17.57,17.35,17.424999,1274800,13.610023
"2006-01-17",17.26,17.49,17.190001,17.415001,2508800,13.602212
"2006-01-18",17.35,17.73,17.275,17.715,3244800,13.836531
"2006-01-19",17.6,17.77,17.540001,17.620001,3802400,13.762334
"2006-01-20",17.594999,17.65,17.040001,17.049999,4762000,13.317122
"2006-01-23",17.030001,17.129999,16.98,17.040001,2909600,13.309316
"2006-01-24",17.075001,17.27,17.045,17.165001,3531200,13.406949
"2006-01-25",17.290001,17.290001,16.995001,17.135,1698600,13.383515
"2006-01-26",18.264999,18.5,17.35,17.85,10894600,13.941972
"2006-01-27",17.995001,18.004999,17.549999,17.965,2143800,14.031796
"2006-01-30",17.950001,18.225,17.870001,17.92,2147200,13.996654
"2006-01-31",17.85,18.25,17.764999,18.235001,2559200,14.242683
"2006-02-01",18.200001,18.424999,18.145,18.325001,4175200,14.31298
"2006-02-02",18.365,18.565001,18.23,18.549999,2850600,14.488719
"2006-02-03",18.4,18.49,18.24,18.35,2146600,14.332505
"2006-02-06",18.35,18.450001,18.285,18.385,2978200,14.359844
"2006-02-07",18.315001,18.41,18.27,18.365,2625200,14.344227
"2006-02-08",18.334999,18.934999,18.264999,18.870001,3386400,14.73866
"2006-02-09",18.855,19.035,18.715,18.725,3585600,14.625408
"2006-02-10",18.700001,19.02,18.655001,18.93,1934200,14.785525
"2006-02-13",18.924999,18.965,18.764999,18.875,2156200,14.742569
"2006-02-14",18.85,18.965,18.700001,18.860001,1998400,14.730845
"2006-02-15",18.785,19.235001,18.785,19.209999,2015800,15.004225
"2006-02-16",19.27,19.309999,18.969999,19.275,1968400,15.054987
"2006-02-17",19.23,19.25,19.139999,19.139999,2717400,14.949545
"2006-02-21",19.139999,19.209999,19.115,19.125,1860600,14.937827
"2006-02-22",19.200001,19.620001,19.200001,19.5,2622400,15.230723
"2006-02-23",19.504999,19.51,19.215,19.225,1390000,15.015938
"2006-02-24",19.26,19.445,19.200001,19.280001,1953000,15.058896
"2006-02-27",19.17,19.344999,18.799999,18.865,3914800,14.734755
"2006-02-28",18.775,18.825001,18.485001,18.709999,2925000,14.613686
"2006-03-01",18.66,18.780001,18.575001,18.639999,1417000,14.559013
"2006-03-02",18.549999,18.84,18.455,18.635,1720400,14.555106
"2006-03-03",18.555,18.745001,18.525,18.6,1166800,14.527772
"2006-03-06",18.75,18.795,18.559999,18.65,1460400,14.566828
"2006-03-07",18.655001,18.690001,18.4,18.514999,1809400,14.461382
"2006-03-08",18.450001,18.665001,18.450001,18.575001,1644400,14.508248
"2006-03-09",18.52,18.615,18.35,18.57,1556400,14.504339
"2006-03-10",18.535,18.695,18.5,18.555,2012200,14.492626
"2006-03-13",18.549999,18.915001,18.549999,18.700001,1768400,14.605884
"2006-03-14",18.615,18.879999,18.5,18.825001,2024800,14.703515
"2006-03-15",18.799999,18.875,18.75,18.84,997800,14.715232
"2006-03-16",18.450001,18.855,18.450001,18.67,1601800,14.58245
"2006-03-17",18.780001,18.84,18.615,18.805,1348400,14.687893
"2006-03-20",18.825001,18.950001,18.745001,18.84,640000,14.715232
"2006-03-21",18.9,18.915001,18.719999,18.780001,894800,14.668366
"2006-03-22",18.74,18.945,18.620001,18.889999,849200,14.754281
"2006-03-23",18.895,18.950001,18.6,18.629999,1233400,14.551205
"2006-03-24",18.655001,18.780001,18.4,18.780001,912200,14.668366
"2006-03-27",18.799999,19.004999,18.754999,18.77,1105200,14.660553
"2006-03-28",18.77,18.77,18.450001,18.5,943000,14.449664
"2006-03-29",18.5,18.545,18.254999,18.459999,986000,14.418422
"2006-03-30",18.450001,18.684999,18.375,18.66,901800,14.574638
"2006-03-31",18.635,18.674999,18.48,18.594999,1108000,14.523867
"2006-04-03",18.59,18.764999,18.555,18.684999,1217200,14.594166
"2006-04-04",18.684999,18.725,18.525,18.615,960200,14.539489
"2006-04-05",18.715,18.715,18.245001,18.245001,1188600,14.250495
"2006-04-06",18.280001,18.334999,18.205,18.264999,1103200,14.266116
"2006-04-07",18.275,18.559999,18.254999,18.43,1158600,14.394993
"2006-04-10",18.450001,18.514999,18.280001,18.4,688200,14.371566
"2006-04-11",18.299999,18.34,17.405001,17.889999,2765000,13.973217
"2006-04-12",17.924999,18.075001,17.735001,18.01,1930800,14.066946
"2006-04-13",17.924999,18.07,17.875,17.995001,897400,14.055228
"2006-04-17",17.559999,18.075001,17.559999,17.945,1363400,14.016173
"2006-04-18",17.934999,18.23,17.875,18.15,777000,14.176297
"2006-04-19",18.145,18.295,17.99,18.049999,853800,14.098186
"2006-04-20",18.075001,18.280001,18.040001,18.139999,751200,14.168484
"2006-04-21",18.155001,18.245001,18.049999,18.17,846600,14.191915
"2006-04-24",18.129999,18.434999,18.09,18.1,1176000,14.137244
"2006-04-25",18.139999,18.280001,18.055,18.125,981600,14.15677
"2006-04-26",18.120001,18.610001,18.120001,18.465,1305000,14.422328
"2006-04-27",18.450001,18.725,18.290001,18.540001,1538600,14.480913
"2006-04-28",18.49,18.66,18.440001,18.559999,806800,14.496528
"2006-05-01",18.540001,18.695,18.325001,18.559999,1701600,14.496528
"2006-05-02",18.549999,18.950001,18.51,18.875,2021400,14.742569
"2006-05-03",18.825001,18.825001,18.235001,18.6,1673600,14.527772
"2006-05-04",19.5,20.055,19.5,19.719999,5363200,15.402564
"2006-05-05",19.700001,20.025,19.674999,19.940001,2344600,15.574395
"2006-05-08",19.875,20.459999,19.865,20.434999,2076200,15.961024
"2006-05-09",20.385,20.6,20.325001,20.49,1925800,16.003988
"2006-05-10",20.459999,20.6,20.305,20.379999,1552200,15.918071
"2006-05-11",20.315001,20.52,20.299999,20.4,1967000,15.933689
"2006-05-12",19.950001,20.17,19.84,20,2660400,15.621264
"2006-05-15",20,20.49,19.9,20.469999,2488600,15.98836
"2006-05-16",20.5,20.549999,20.25,20.450001,2136600,15.972744
"2006-05-17",20.41,20.66,20.41,20.514999,2911400,16.023504
"2006-05-18",20.51,20.67,20.405001,20.5,1562400,16.011793
"2006-05-19",20.5,20.695,20.434999,20.565001,2459200,16.062561
"2006-05-22",20.549999,20.855,20.495001,20.674999,3251000,16.148479
"2006-05-23",20.725,20.75,20.360001,20.4,2954800,15.933689
"2006-05-24",20.325001,20.549999,20.27,20.375,3156800,15.914159
"2006-05-25",20.549999,20.559999,20.385,20.424999,2059400,15.953213
"2006-05-26",20.385,20.705,20.355,20.674999,1845000,16.148479
"2006-05-30",20.549999,20.584999,20.215,20.295,1720200,15.851672
"2006-05-31",20.35,20.52,20.195,20.469999,2595600,15.98836
"2006-06-01",20.5,20.76,20.32,20.440001,3407600,15.964926
"2006-06-02",20.415001,20.59,19.905001,20.08,3672000,15.683748
"2006-06-05",20.110001,20.235001,19.665001,19.754999,1962600,15.429899
"2006-06-06",19.799999,20.040001,19.639999,19.745001,2062800,15.42209
"2006-06-07",19.780001,19.98,19.665001,19.705,3012000,15.390851
"2006-06-08",19.615,19.674999,19.315001,19.545,4145800,15.265879
"2006-06-09",19.584999,19.799999,19.43,19.459999,1749600,15.199487
"2006-06-12",19.559999,19.559999,19.094999,19.1,1719800,14.918303
"2006-06-13",19.035,19.559999,19,19.290001,2433800,15.06671
"2006-06-14",19.275,19.405001,19.065001,19.27,1757800,15.051085
"2006-06-15",19.285,19.475,18.955,19.299999,2298800,15.074521
"2006-06-16",19.215,19.485001,19.165001,19.174999,1130600,14.976888
"2006-06-19",19.325001,19.639999,19.120001,19.610001,2509000,15.316648
"2006-06-20",19.549999,19.6,19.26,19.33,1755000,15.097949
"2006-06-21",19.280001,19.52,19.174999,19.174999,2024800,14.976888
"2006-06-22",19.200001,19.225,18.945,18.969999,2750200,14.816769
"2006-06-23",19.014999,19.334999,18.959999,19.08,1173400,14.902685
"2006-06-26",19.110001,19.245001,19.01,19.049999,1026000,14.879251
"2006-06-27",19.025,19.07,18.875,18.889999,1022800,14.754281
"2006-06-28",18.93,18.98,18.65,18.76,1095000,14.652741
"2006-06-29",18.865,19.49,18.865,19.434999,1647600,15.179965
"2006-06-30",19.375,19.52,19.264999,19.334999,1191800,15.10185
"2006-07-03",19.445,19.455,19.219999,19.32,505400,15.090137
"2006-07-05",19.264999,19.33,18.85,19.120001,1444000,14.933923
"2006-07-06",19.145,19.465,19.145,19.445,1081600,15.187771
"2006-07-07",19.450001,19.514999,19.145,19.25,739800,15.035465
"2006-07-10",19.25,19.34,19.09,19.1,1473400,14.918303
"2006-07-11",19.025,19.43,19.01,19.43,994400,15.176058
"2006-07-12",19.445,19.549999,19.125,19.190001,794400,14.988602
"2006-07-13",19.1,19.18,18.834999,18.885,986800,14.750377
"2006-07-14",18.825001,18.83,18.280001,18.379999,1902200,14.355938
"2006-07-17",18.275,18.549999,18.205,18.41,1743600,14.379369
"2006-07-18",18.445,18.565001,18.365,18.535,2401000,14.477005
"2006-07-19",18.559999,18.895,18.559999,18.745001,1674000,14.64103
"2006-07-20",18.715,18.725,18.42,18.450001,1537800,14.410613
"2006-07-21",18.450001,18.549999,18.049999,18.17,2101400,14.191915
"2006-07-24",18.25,18.385,18.155001,18.370001,1878400,14.348127
"2006-07-25",18.344999,18.48,18.200001,18.424999,1852600,14.391087
"2006-07-26",18.375,18.415001,18.24,18.299999,1251800,14.293455
"2006-07-27",18.525,18.59,18.235001,18.275,1619400,14.273929
"2006-07-28",18.4,18.825001,18.385,18.77,1213600,14.660553
"2006-07-31",18.77,18.815001,18.51,18.66,2288200,14.574638
"2006-08-01",18.549999,18.665001,18.25,18.4,1643800,14.371566
"2006-08-02",18.4,18.674999,18.4,18.610001,1519800,14.535583
"2006-08-03",18.475,18.809999,18.465,18.575001,1335000,14.508248
"2006-08-04",18.705,19.014999,18.684999,18.799999,1328400,14.683986
"2006-08-07",18.725,18.945,18.625,18.860001,1603800,14.730845
"2006-08-08",18.924999,18.975,18.639999,18.825001,1172000,14.703515
"2006-08-09",18.924999,19.18,18.915001,19,1437800,14.840197
"2006-08-10",18.975,19.625,18.975,19.495001,2529800,15.226822
"2006-08-11",19.370001,19.370001,18.355,18.385,5340000,14.359844
"2006-08-14",18.4,18.700001,18.315001,18.48,3447200,14.434052
"2006-08-15",18.700001,18.805,18.115,18.59,4281800,14.519962
"2006-08-16",17.809999,18.415001,17.575001,18.375,5787400,14.352031
"2006-08-17",18.375,18.424999,17.775,17.809999,2976400,13.910731
"2006-08-18",17.809999,17.955,17.620001,17.799999,5205600,13.902925
"2006-08-21",17.805,17.895,17.549999,17.584999,4663400,13.734993
"2006-08-22",17.459999,17.735001,17.459999,17.665001,4756600,13.797479
"2006-08-23",17.465,17.735001,17.465,17.674999,4635400,13.805287
"2006-08-24",17.625,17.690001,17.52,17.559999,3303600,13.715469
"2006-08-25",17.540001,17.594999,17.440001,17.469999,2260000,13.64517
"2006-08-28",17.5,17.940001,17.475,17.865,2190200,13.953694
"2006-08-29",17.865,18.285,17.865,18.225,3142800,14.23487
"2006-08-30",18.190001,18.42,18.155001,18.379999,1722000,14.355938
"2006-08-31",18.360001,18.48,18.305,18.43,1852200,14.394993
"2006-09-01",18.525,18.815001,18.495001,18.745001,1887000,14.64103
"2006-09-05",18.76,18.834999,18.6,18.77,1260600,14.660553
"2006-09-06",18.665001,18.674999,18.4,18.49,2051000,14.441852
"2006-09-07",18.450001,18.584999,18.424999,18.504999,1540800,14.45357
"2006-09-08",18.5,18.815001,18.43,18.555,2192000,14.492626
"2006-09-11",18.75,19.424999,18.719999,19.35,3458000,15.11357
"2006-09-12",19.24,19.889999,19.24,19.67,3830400,15.363506
"2006-09-13",19.674999,19.795,19.545,19.735001,1856600,15.414285
"2006-09-14",19.584999,19.84,19.445,19.68,2263600,15.371321
"2006-09-15",19.85,20.09,19.34,19.405001,5944600,15.156528
"2006-09-18",19.74,20.16,19.52,19.75,3116600,15.425994
"2006-09-19",19.700001,19.959999,19.58,19.68,1641600,15.371321
"2006-09-20",19.75,19.834999,19.540001,19.780001,1677200,15.449426
"2006-09-21",19.66,19.950001,19.57,19.885,1757400,15.53144
"2006-09-22",19.885,19.969999,19.48,19.725,1398400,15.406468
"2006-09-25",19.690001,19.885,19.5,19.85,1592000,15.504105
