"","HPQ.Open","HPQ.High","HPQ.Low","HPQ.Close","HPQ.Volume","HPQ.Adjusted"
"2001-02-15",15.61762,16.802906,15.576749,16.507721,22183800,11.689144
"2001-02-16",15.213442,15.213442,14.214351,15.045413,27078800,10.653677
"2001-02-20",14.791099,14.791099,13.623979,13.851045,24648900,9.807943
"2001-02-21",13.851045,14.527702,13.623979,13.628519,18650900,9.650373
"2001-02-22",13.628519,14.032698,13.396912,13.519527,23121000,9.573196
"2001-02-23",13.519527,13.737512,12.920073,13.623979,19671100,9.647158
"2001-02-26",13.623979,13.97366,13.35604,13.623979,18804400,9.647158
"2001-02-27",13.601272,13.601272,12.920073,12.988193,19341200,9.196959
"2001-02-28",12.988193,13.346957,12.724795,13.101726,20906600,9.277352
"2001-03-01",13.101726,13.396912,12.53406,13.169846,21340900,9.325584
"2001-03-02",13.169846,13.964578,12.80654,13.405994,18972600,9.492803
"2001-03-05",13.442326,14.032698,13.442326,13.796549,9220200,9.769359
"2001-03-06",14.218892,14.986376,14.218892,14.600364,15361100,10.338537
"2001-03-07",14.600364,14.936421,14.536785,14.69119,13167000,10.402855
"2001-03-08",14.69119,14.713897,14.123524,14.38238,11375000,10.18418
"2001-03-09",14.38238,14.38238,13.574023,13.737512,13474600,9.727551
"2001-03-12",13.737512,14.600364,13.519527,13.569482,16457900,9.60857
"2001-03-13",13.714805,14.396004,13.714805,14.350591,13792200,10.161669
"2001-03-14",14.350591,14.645777,13.742053,14.055404,16175800,9.952655
"2001-03-15",14.055404,14.414169,13.914623,13.941871,11326200,9.872255
"2001-03-16",13.941871,14.078111,12.761127,12.761127,31010700,9.036174
"2001-03-19",12.80654,13.946412,12.80654,13.851045,15079200,9.835946
"2001-03-20",13.851045,14.305177,13.306086,13.310627,12945500,9.452187
"2001-03-21",13.310627,13.810173,12.715713,13.274296,12857900,9.42638
"2001-03-22",13.283379,14.191644,13.283379,14.028156,17164300,9.96172
"2001-03-23",14.028156,14.523161,13.855586,14.155313,15351000,10.05202
"2001-03-26",14.191644,14.577657,14.191644,14.373297,10621500,10.206811
"2001-03-27",14.373297,14.845595,14.305177,14.659401,13391400,10.409981
"2001-03-28",14.4505,14.4505,13.555859,13.7693,14523500,9.777904
"2001-03-29",13.7693,14.405087,13.401453,13.914623,8847100,9.881099
"2001-03-30",13.914623,14.359674,13.66485,14.200727,9624700,10.084263
"2001-04-02",14.200727,14.273388,12.87466,13.133515,15219500,9.326411
"2001-04-03",12.965486,12.965486,12.216167,12.447775,21428900,8.839448
"2001-04-04",12.447775,12.715713,11.889192,12.46594,17043000,8.852352
"2001-04-05",13.169846,14.141689,13.169846,13.97366,14525000,9.923018
"2001-04-06",13.614896,13.614896,12.947321,13.056313,17064100,9.271588
"2001-04-09",13.056313,13.760218,12.888284,12.94278,13744400,9.190967
"2001-04-10",13.133515,13.737512,13.133515,13.546776,20559800,9.619881
"2001-04-11",13.546776,14.282471,13.405994,13.737512,16054100,9.755324
"2001-04-12",13.737512,13.941871,13.465032,13.90554,11067200,9.874647
"2001-04-16",13.796549,13.796549,13.401453,13.619437,9565200,9.67148
"2001-04-17",13.619437,13.828338,12.688465,13.283379,16886400,9.432835
"2001-04-18",13.564941,15.440509,13.564941,14.48683,33264900,10.287432
"2001-04-19",14.48683,14.850136,13.623979,14.75931,30061700,10.480929
"2001-04-20",14.75931,14.804723,14.091735,14.396004,17860400,10.222936
"2001-04-23",14.087193,14.087193,13.742053,14.059945,11272000,9.984293
"2001-04-24",14.059945,14.191644,13.169846,13.360581,14941200,9.487659
"2001-04-25",13.360581,13.501363,12.970027,13.260673,14562200,9.41671
"2001-04-26",13.260673,13.351499,12.693007,12.693007,17040800,9.013599
"2001-04-27",12.752044,13.056313,12.752044,12.892825,11383000,9.155498
"2001-04-30",12.892825,13.32425,12.765668,12.91099,13099900,9.16839
"2001-05-01",12.91099,12.988193,12.579473,12.920073,15534200,9.174844
"2001-05-02",12.920073,13.283379,12.833788,13.0109,16862600,9.239338
"2001-05-03",12.870118,12.870118,12.429609,12.520436,18706400,8.891055
"2001-05-04",12.520436,12.647593,12.26158,12.597638,15239100,8.945872
"2001-05-07",12.597638,12.94278,12.379655,12.565849,12885000,8.923302
"2001-05-08",12.565849,12.73842,12.202543,12.411444,13945900,8.813654
"2001-05-09",12.411444,12.415985,12.084469,12.26158,14751100,8.707232
"2001-05-10",12.26158,12.574932,12.05722,12.070845,11462200,8.571787
"2001-05-11",12.070845,12.26158,11.762034,11.893733,12187400,8.446011
"2001-05-14",11.839237,11.839237,11.353315,11.762034,14552500,8.352494
"2001-05-15",11.762034,11.762034,11.398728,11.534968,15644900,8.191252
"2001-05-16",11.534968,12.606721,11.407811,12.143506,19811300,8.623387
"2001-05-17",12.643052,14.078111,12.643052,14.032698,66693700,9.964942
"2001-05-18",13.669392,13.669392,13.08356,13.555859,23008400,9.626329
"2001-05-21",13.555859,14.055404,13.215259,13.964578,17634200,9.916572
"2001-05-22",13.964578,14.24614,13.760218,13.987285,15779500,9.932693
"2001-05-23",13.987285,14.073569,13.396912,13.433243,14333000,9.539258
"2001-05-24",13.433243,13.760218,13.374206,13.66485,9172800,9.703725
"2001-05-25",13.66485,13.714805,13.578565,13.646685,9173300,9.690825
"2001-05-29",13.646685,13.828338,13.401453,13.719346,13879400,9.742429
"2001-05-30",13.42416,13.42416,13.088101,13.092643,14872900,9.297391
"2001-05-31",13.092643,13.623979,13.056313,13.315168,10260200,9.455413
"2001-06-01",13.315168,13.533152,13.215259,13.283379,8977100,9.432835
"2001-06-04",13.283379,13.614896,13.174387,13.442326,9147900,9.545705
"2001-06-05",13.442326,13.746594,13.224341,13.646685,15151300,9.690825
"2001-06-06",13.646685,13.73297,12.94278,13.038147,20695400,9.258691
"2001-06-07",13.038147,13.442326,12.851953,13.283379,14619900,9.432835
"2001-06-08",13.147139,13.147139,12.80654,12.960944,8895800,9.203868
"2001-06-11",12.761127,12.761127,12.366031,12.624887,13779600,8.965223
"2001-06-12",12.624887,13.092643,12.275205,12.851953,9599800,9.12647
"2001-06-13",12.851953,12.988193,12.556767,12.6703,7955800,8.997476
"2001-06-14",12.370572,12.370572,12.084469,12.170753,21382500,8.642732
"2001-06-15",12.229791,12.742961,12.229791,12.26158,21829900,8.707232
"2001-06-18",12.26158,12.3297,12.120799,12.129882,10137700,8.639307
"2001-06-19",12.129882,12.325159,11.621253,11.807447,12766000,8.409659
"2001-06-20",11.807447,12.311535,11.548593,12.229791,12257800,8.710467
"2001-06-21",12.229791,12.497729,11.839237,12.102634,10921900,8.619901
"2001-06-22",12.102634,12.170753,11.830154,11.975477,9543200,8.529332
"2001-06-25",11.975477,12.247956,11.857403,12.198002,6746200,8.687824
"2001-06-26",12.198002,12.252498,11.898274,12.039056,9747800,8.574619
"2001-06-27",12.039056,12.352407,11.875567,12.011807,9144400,8.555207
"2001-06-28",12.034514,12.488647,12.034514,12.375113,11919400,8.813968
"2001-06-29",12.26158,13.056313,12.207085,12.988193,15936500,9.250624
"2001-07-02",12.988193,13.242507,12.761127,13.033606,12202800,9.282968
"2001-07-03",13.033606,13.142597,12.779291,12.897366,3709400,9.185936
"2001-07-05",12.897366,12.920073,12.488647,12.547684,12824000,8.936876
"2001-07-06",12.293369,12.293369,11.807447,12.002725,10597300,8.548742
"2001-07-09",12.002725,12.302452,11.825613,12.12534,7647500,8.636072
"2001-07-10",12.12534,12.26158,11.444141,11.557674,16039500,8.231761
"2001-07-11",11.557674,11.793824,11.357857,11.71208,9009900,8.341735
"2001-07-12",11.71208,12.402362,11.603088,12.270663,9847100,8.739571
"2001-07-13",12.270663,12.761127,12.216167,12.706631,9380000,9.050087
"2001-07-16",12.624887,12.624887,11.948229,11.9891,14626700,8.53904
"2001-07-17",11.9891,12.12534,11.875567,11.9891,11186100,8.53904
"2001-07-18",11.9891,12.120799,11.698456,11.91644,13215000,8.487286
"2001-07-19",11.91644,12.161672,11.852861,12.039056,13288800,8.574619
"2001-07-20",12.039056,12.247956,11.725704,11.998183,16879200,8.545507
"2001-07-23",11.998183,12.034514,11.421435,11.898274,15434400,8.474349
"2001-07-24",11.889192,11.889192,11.630336,11.693914,8427900,8.328795
"2001-07-25",11.693914,12.034514,11.580381,11.662126,14700100,8.306156
"2001-07-26",11.348774,11.348774,10.649409,10.899182,36439700,7.762763
"2001-07-27",10.899182,11.217075,10.740236,11.062671,12992400,7.879209
"2001-07-30",10.967302,11.117167,10.808356,10.994551,12269300,7.830686
"2001-07-31",10.994551,11.444141,10.899182,11.19891,15549200,7.976241
"2001-08-01",11.353315,11.716621,11.271571,11.584923,12344600,8.25117
"2001-08-02",11.852861,12.007266,11.702997,11.766576,13036200,8.380548
"2001-08-03",11.784741,11.784741,11.398728,11.485014,10138600,8.180008
"2001-08-06",11.534968,11.562216,11.307902,11.457766,7374200,8.160599
"2001-08-07",11.485014,11.534968,11.239782,11.407811,6957800,8.125024
"2001-08-08",11.407811,11.557674,11.194368,11.239782,11881100,8.005352
"2001-08-09",11.239782,11.357857,11.148955,11.217075,7892400,7.989174
"2001-08-10",11.330608,11.398728,11.126249,11.398728,8043000,8.118557
"2001-08-13",11.330608,11.512261,11.244324,11.294278,6506600,8.044164
"2001-08-14",11.421435,11.521344,11.239782,11.289737,6144200,8.040929
"2001-08-15",11.285195,11.353315,10.903724,10.944596,12000400,7.795107
"2001-08-16",10.785649,10.95822,10.48138,10.95822,16398900,7.804811
"2001-08-17",10.95822,11.180745,10.672116,10.921889,19598600,7.778934
"2001-08-20",11.035422,11.285195,10.944596,11.235241,10355100,8.002111
"2001-08-21",11.217075,11.525886,11.058129,11.217075,11727100,7.989174
"2001-08-22",11.039964,11.212534,10.894641,11.126249,10719700,7.924492
"2001-08-23",11.126249,11.189827,10.858311,10.903724,8149600,7.765998
"2001-08-24",10.990009,11.503179,10.926431,11.412353,8515100,8.128261
"2001-08-27",11.512261,11.521344,11.276113,11.362398,5959000,8.09268
"2001-08-28",11.376021,11.398728,11.035422,11.176204,5703100,7.960066
"2001-08-29",11.080835,11.294278,10.853769,10.876476,6631500,7.746589
"2001-08-30",10.717529,10.971844,10.454133,10.626703,12051500,7.56869
"2001-08-31",10.51317,10.672116,10.449592,10.540418,11368700,7.507239
"2001-09-04",9.604904,9.650318,8.514986,8.628519,81821400,6.145522
"2001-09-05",8.569482,8.628519,7.720254,8.269754,87668000,5.889995
"2001-09-06",8.174387,8.31971,7.811081,8.038147,41121600,5.725037
"2001-09-07",7.924614,8.210717,7.91099,8.210717,38447800,5.847946
"2001-09-10",8.174387,8.256131,7.951862,8.124433,29674800,5.786491
"2001-09-17",7.288828,7.60218,7.039055,7.275204,40058500,5.204919
"2001-09-18",7.584014,7.584014,7.220708,7.356948,31156000,5.263402
"2001-09-19",7.356948,7.36149,6.775659,6.993642,40221500,5.003478
"2001-09-20",6.766576,6.948229,6.525886,6.584923,26517100,4.711068
"2001-09-21",6.017257,7.039055,5.676658,6.793824,44550600,4.860523
"2001-09-24",7.161671,7.311535,7.039055,7.311535,38171400,5.230911
"2001-09-25",7.220708,7.356948,7.152588,7.270663,28391900,5.201671
"2001-09-26",7.379655,7.456857,7.129882,7.266122,28939100,5.198421
"2001-09-27",7.311535,7.375113,7.05268,7.356948,24770500,5.263402
"2001-09-28",7.356948,7.384196,7.15713,7.288828,19373100,5.214666
"2001-10-01",7.220708,7.347866,6.811989,7.084469,17661300,5.06846
"2001-10-02",6.948229,7.08901,6.793824,6.925522,30553800,4.954744
"2001-10-03",6.811989,7.338783,6.743869,7.266122,30555800,5.198421
"2001-10-04",7.270663,7.593097,7.175295,7.266122,32796300,5.198421
"2001-10-05",7.084469,7.470481,7.084469,7.470481,24400300,5.344626
"2001-10-08",7.402361,7.829246,7.266122,7.697548,18363300,5.507078
"2001-10-09",7.697548,7.715713,7.529519,7.593097,20021600,5.432351
"2001-10-10",7.593097,7.833787,7.538601,7.720254,20751200,5.523324
"2001-10-11",7.924614,8.2198,7.901907,8.2198,26837500,5.880712
"2001-10-12",8.128974,8.378747,8.060854,8.333333,33927900,5.961936
"2001-10-15",8.265213,8.328792,8.174387,8.228883,14904600,5.88721
"2001-10-16",8.378747,8.49228,8.210717,8.401453,14667300,6.010673
"2001-10-17",8.49228,8.514986,8.156221,8.178928,17647200,5.851474
"2001-10-18",8.038147,8.11535,7.94732,7.992734,26091400,5.718261
"2001-10-19",8.056313,8.333333,7.906449,8.306086,17683800,5.942443
"2001-10-22",8.174387,8.328792,8.15168,8.310627,15794500,5.945694
"2001-10-23",8.310627,8.49228,8.08356,8.138057,23006000,5.822232
"2001-10-24",8.128974,8.237966,7.951862,8.18347,19006300,5.85472
"2001-10-25",8.08356,8.28792,7.938238,8.237966,19787100,5.893711
"2001-10-26",8.106267,8.210717,8.038147,8.106267,16208200,5.799489
"2001-10-29",8.060854,8.101726,7.883742,7.901907,16479700,5.653284
"2001-10-30",7.833787,7.833787,7.63851,7.70663,17403200,5.513575
"2001-10-31",7.765667,7.988193,7.588556,7.643052,14510900,5.468088
"2001-11-01",7.643052,7.920073,7.547684,7.856494,12987300,5.620792
"2001-11-02",7.629428,7.720254,7.584014,7.683924,20782200,5.497329
"2001-11-05",7.652134,7.811081,7.606721,7.6703,19358000,5.487583
"2001-11-06",7.674841,9.100818,7.656676,8.996367,76407100,6.436295
"2001-11-07",9.082652,9.082652,8.63306,8.710263,46766200,6.231609
"2001-11-08",8.651226,8.673933,8.315168,8.333333,29895200,5.961936
"2001-11-09",8.333333,8.760218,8.310627,8.623979,17414200,6.169877
"2001-11-12",8.583106,8.810173,8.378747,8.764759,15142700,6.270593
"2001-11-13",8.855586,9.264305,8.841962,9.187102,26371500,6.572752
"2001-11-14",10.37693,10.599455,9.736603,10.027248,55178100,7.17382
"2001-11-15",9.913714,10.158946,9.741144,10.031789,29665100,7.177068
"2001-11-16",9.981834,9.995459,9.700273,9.763851,22384200,6.985379
"2001-11-19",9.763851,9.922797,9.673024,9.786558,15101000,7.001626
"2001-11-20",9.763851,9.763851,9.468665,9.514078,14960300,6.806683
"2001-11-21",9.309718,9.4505,9.150772,9.318801,12220800,6.666971
"2001-11-23",9.377838,9.613987,9.373297,9.509537,5602500,6.803432
"2001-11-26",9.509537,9.673024,9.495913,9.595822,16394300,6.865164
"2001-11-27",9.673024,9.673024,9.082652,9.218892,20909000,6.595497
"2001-11-28",9.218892,9.468665,9.137148,9.159855,13260400,6.55326
"2001-11-29",9.218892,9.786558,9.191644,9.718438,17835500,6.952887
"2001-11-30",9.718438,10.03633,9.668483,9.986376,24647200,7.144578
"2001-12-03",9.945504,9.986376,9.75931,9.75931,21667200,6.982129
"2001-12-04",9.809264,10.254314,9.800181,10.217983,19485000,7.310281
"2001-12-05",10.263397,10.603996,10.222525,10.590372,25779200,7.5767
"2001-12-06",10.44505,10.712988,10.44505,10.594913,18828600,7.579947
"2001-12-07",10.599455,10.717529,10.399636,10.681199,16600800,7.641679
"2001-12-10",10.399636,10.917348,10.286103,10.44505,33503200,7.472729
"2001-12-11",10.422343,10.440509,9.927339,9.986376,24879700,7.144578
"2001-12-12",9.93188,10.013624,9.650318,9.904633,24629800,7.086096
"2001-12-13",9.718438,9.768393,9.468665,9.568574,20325500,6.845671
"2001-12-14",9.427793,9.536785,9.309718,9.536785,18402300,6.822926
"2001-12-17",9.536785,9.650318,9.309718,9.427793,15509500,6.770741
"2001-12-18",9.427793,9.468665,9.155313,9.309718,21394400,6.685944
"2001-12-19",9.268847,9.409628,9.123524,9.400545,16280700,6.751175
"2001-12-20",9.273388,9.400545,9.155313,9.400545,18986900,6.751175
"2001-12-21",9.355132,9.673024,9.31426,9.536785,22470500,6.849018
"2001-12-24",9.532244,9.55495,9.405087,9.432334,6201200,6.774005
"2001-12-26",9.368755,9.55495,9.332425,9.491371,10338600,6.816403
"2001-12-27",9.491371,9.527702,9.377838,9.445958,9335300,6.783786
"2001-12-28",9.364214,9.514078,9.31426,9.455041,11874000,6.790312
"2001-12-31",9.287012,9.536785,9.287012,9.327884,12263500,6.69899
"2002-01-02",9.355132,9.872843,9.309718,9.831971,13584300,7.061012
"2002-01-03",9.763851,10.431426,9.763851,10.426885,23408100,7.488259
"2002-01-04",10.426885,10.535876,10.17257,10.517712,15240400,7.553489
"2002-01-07",10.603996,10.781108,10.222525,10.454133,15667000,7.507827
"2002-01-08",10.44505,10.517712,10.263397,10.34514,9925000,7.429558
"2002-01-09",10.354223,10.953678,10.354223,10.653951,27239100,7.65133
"2002-01-10",10.653951,10.653951,10.449592,10.594913,9899500,7.608937
"2002-01-11",10.672116,10.672116,10.217983,10.390554,11721000,7.462169
"2002-01-14",10.395096,10.44505,10.177112,10.227066,13084900,7.344757
"2002-01-15",10.422343,10.490463,10.290645,10.48138,17763300,7.527394
"2002-01-16",10.399636,10.404178,10.127157,10.181653,16976500,7.312143
"2002-01-17",10.30881,10.717529,10.213442,10.68574,20695200,7.674165
"2002-01-18",10.399636,10.490463,10.24069,10.267939,14223100,7.37411
"2002-01-22",10.34514,10.349682,9.836513,9.904633,12245500,7.113194
"2002-01-23",9.904633,10.186194,9.673024,10.063579,15166000,7.227344
"2002-01-24",10.149864,10.499546,10.099909,10.27702,17720100,7.38063
"2002-01-25",10.040872,10.34514,9.945504,10.20436,12574900,7.328446
"2002-01-28",10.108992,10.217983,9.881926,10.022707,9360700,7.197993
"2002-01-29",10.13624,10.17257,9.491371,9.509537,16683000,6.829448
"2002-01-30",9.75931,9.990917,9.173479,9.972752,17623400,7.162115
"2002-01-31",9.990917,10.054496,9.700273,10.040872,18060100,7.211039
"2002-02-01",9.968211,10.190736,9.904633,9.990917,18730400,7.175161
"2002-02-04",10.354223,10.463215,9.831971,10.009083,25610100,7.188206
"2002-02-05",9.990917,10.06812,9.709355,9.713897,14383000,6.976217
"2002-02-06",9.936421,9.936421,9.445958,9.468665,23669500,6.800097
"2002-02-07",9.695731,9.713897,9.432334,9.445958,13554800,6.783786
"2002-02-08",9.427793,9.514078,9.04178,9.264305,21388400,6.653333
"2002-02-11",9.264305,9.491371,9.146231,9.468665,11736600,6.800097
"2002-02-12",9.423251,9.514078,9.264305,9.432334,14514200,6.774005
"2002-02-13",9.432334,9.632153,9.38238,9.527702,14681100,6.842494
"2002-02-14",9.604904,9.604904,9.445958,9.482288,21178800,6.809879
"2002-02-15",9.595822,9.595822,9.150772,9.24614,20710900,6.640287
"2002-02-19",9.132607,9.323342,8.969119,8.97366,15208300,6.4446
"2002-02-20",9.082652,9.100818,8.773842,9.000908,11759300,6.464167
"2002-02-21",9.037239,9.082652,8.773842,8.83742,12699500,6.346758
"2002-02-22",8.778383,8.919165,8.59673,8.760218,13138000,6.291309
"2002-02-25",8.764759,9.082652,8.764759,9.073569,16694400,6.516352
"2002-02-26",9.264305,9.377838,8.978202,9.087193,21633700,6.526136
"2002-02-27",9.259764,9.309718,9.014532,9.096276,13164400,6.532662
"2002-02-28",9.264305,9.264305,9.082652,9.137148,16984400,6.56201
"2002-03-01",9.141689,9.346049,9.059945,9.17802,14958400,6.591365
"2002-03-04",9.264305,9.650318,9.218892,9.332425,22494700,6.728889
"2002-03-05",9.400545,9.695731,9.341508,9.355132,29742600,6.745259
"2002-03-06",9.237058,9.318801,9.009991,9.164396,35396000,6.607736
"2002-03-07",9.218892,9.287012,9.009991,9.082652,36426300,6.548799
"2002-03-08",9.173479,9.491371,9.150772,9.350591,42385600,6.741986
"2002-03-11",9.309718,9.636694,9.300635,9.527702,24808300,6.869687
"2002-03-12",9.332425,9.441417,9.218892,9.336967,27242000,6.732162
"2002-03-13",9.309718,9.509537,9.128065,9.132607,39092100,6.584815
"2002-03-14",9.132607,9.141689,8.80109,8.810173,28846400,6.352332
"2002-03-15",8.969119,8.987285,8.5604,8.651226,36207900,6.23773
"2002-03-18",8.810173,9.146231,8.705722,8.742053,43649300,6.303219
"2002-03-19",8.991826,9.082652,8.310627,8.537693,77306900,6.155869
"2002-03-20",8.433243,8.478656,8.265213,8.265213,49996100,5.959404
"2002-03-21",8.28792,8.49228,8.247048,8.401453,29919600,6.057636
"2002-03-22",8.378747,8.378747,7.94732,8.242507,43342800,5.943034
"2002-03-25",8.242507,8.35604,8.065395,8.228883,29456500,5.93321
"2002-03-26",8.174387,8.292461,8.128974,8.210717,19641300,5.920112
"2002-03-27",8.133515,8.210717,7.97911,8.069937,19642200,5.818607
"2002-03-28",7.956403,8.333333,7.956403,8.147139,43041100,5.87427
"2002-04-01",8.128974,8.2198,8.0109,8.128974,24304300,5.861174
"2002-04-02",8.128974,8.128974,7.879201,7.924614,22322500,5.713825
"2002-04-03",7.983651,8.019981,7.765667,7.888283,22380000,5.687629
"2002-04-04",7.924614,7.924614,7.801998,7.833787,25107800,5.648337
"2002-04-05",7.833787,7.888283,7.688465,7.715713,19810000,5.563202
"2002-04-08",7.665759,7.901907,7.538601,7.77475,29440500,5.60577
"2002-04-09",8.128974,8.128974,7.865577,7.906449,45103100,5.700729
"2002-04-10",8.033606,8.060854,7.929155,8.04723,32052700,5.802235
"2002-04-11",7.992734,8.165304,7.951862,8.128974,35155500,5.861174
"2002-04-12",8.160763,8.165304,8.060854,8.08356,20522600,5.828428
"2002-04-15",8.128974,8.165304,8.042688,8.119891,18894400,5.854626
"2002-04-16",8.169846,8.446866,8.15168,8.446866,20360500,6.09038
"2002-04-17",8.469573,8.537693,8.383288,8.469573,20235700,6.106751
"2002-04-18",8.35604,8.474114,8.2198,8.265213,33678700,5.959404
"2002-04-19",8.478656,8.49228,8.387829,8.487739,21643600,6.119851
"2002-04-22",8.42416,8.42416,8.233424,8.297003,17557600,5.982326
"2002-04-23",8.297003,8.374206,8.08356,8.192553,33861400,5.907016
"2002-04-24",8.060854,8.192553,7.770209,7.815622,31021900,5.63524
"2002-04-25",7.643052,7.942779,7.63851,7.892825,40404000,5.690905
"2002-04-26",7.892825,7.94732,7.697548,7.702089,24406500,5.553379
"2002-04-29",7.624887,7.797457,7.520436,7.70663,17852900,5.556654
"2002-04-30",7.63851,7.924614,7.629428,7.765667,27127500,5.59922
"2002-05-01",7.697548,7.742961,7.384196,7.656676,42961600,5.520636
"2002-05-02",7.715713,7.924614,7.693007,7.761126,34125000,5.595946
"2002-05-03",7.761126,7.938238,7.742961,7.920073,43172800,5.710548
"2002-05-06",7.920073,8.35604,7.906449,8.274296,42476800,5.965955
"2002-05-07",8.5604,8.628519,8.333333,8.360581,60856200,6.028169
"2002-05-08",8.628519,9.082652,8.605813,9.082652,54490000,6.548799
"2002-05-09",9.082652,9.150772,8.969119,9.087193,46595800,6.552071
"2002-05-10",9.082652,9.087193,8.628519,8.746594,31498700,6.30649
"2002-05-13",8.960036,9.118982,8.746594,9.073569,37451100,6.542248
"2002-05-14",9.282471,9.368755,9.218892,9.309718,38319600,6.712516
"2002-05-15",8.923706,8.969119,8.673933,8.787466,49123500,6.335961
"2002-05-16",8.514986,8.978202,8.510445,8.900999,30005300,6.417819
"2002-05-17",8.855586,9.050863,8.814713,8.937329,26700100,6.444015
"2002-05-20",8.787466,8.941871,8.751135,8.851045,22094600,6.381804
"2002-05-21",8.855586,8.941871,8.610354,8.628519,19808500,6.221359
"2002-05-22",8.583106,8.764759,8.564941,8.737512,19860700,6.299941
"2002-05-23",8.719346,8.805632,8.578565,8.764759,23933900,6.31959
"2002-05-24",8.805632,8.832879,8.487739,8.487739,18038100,6.119851
"2002-05-28",8.619437,8.646685,8.405994,8.49228,18206100,6.123125
"2002-05-29",8.49228,8.537693,8.433243,8.433243,15416600,6.080557
"2002-05-30",8.401453,8.728429,8.387829,8.719346,24813800,6.286844
"2002-05-31",8.696639,8.760218,8.637602,8.669392,24805300,6.250826
"2002-06-03",8.683016,8.714805,8.533152,8.5604,23004200,6.172243
"2002-06-04",8.483197,8.673933,8.478656,8.614896,30726000,6.211533
"2002-06-05",8.619437,8.619437,8.28792,8.533152,22169200,6.152594
"2002-06-06",8.342416,8.805632,8.28792,8.333333,21971100,6.00852
"2002-06-07",8.174387,8.519527,8.147139,8.487739,29544800,6.119851
"2002-06-10",8.401453,8.605813,8.269754,8.306086,15175900,5.988873
"2002-06-11",8.487739,8.49228,8.306086,8.333333,18512600,6.00852
"2002-06-12",8.197094,8.265213,8.056313,8.156221,19000800,5.88082
"2002-06-13",8.069937,8.128974,7.91099,7.94732,16306200,5.730197
"2002-06-14",7.856494,7.960945,7.720254,7.879201,21859900,5.681079
"2002-06-17",7.970027,8.147139,7.824705,8.056313,14936600,5.83569
"2002-06-18",8.051771,8.165304,7.901907,8.11535,15432400,5.878456
"2002-06-19",7.970027,7.988193,7.652134,7.697548,20887900,5.575816
"2002-06-20",7.674841,7.747502,7.470481,7.561308,15149500,5.477126
"2002-06-21",7.402361,7.711172,7.379655,7.475023,24273700,5.414624
"2002-06-24",7.266122,7.388738,7.039055,7.220708,27063000,5.230411
"2002-06-25",7.266122,7.306993,6.657584,6.807448,29617300,4.931059
"2002-06-26",6.357856,6.811989,6.357856,6.730245,32329100,4.875136
"2002-06-27",6.798365,6.893733,6.630336,6.893733,29225100,4.993561
"2002-06-28",6.730245,6.943687,6.725704,6.939146,31610800,5.026457
"2002-07-01",6.925522,7.025432,6.802907,6.857402,20733800,4.967243
"2002-07-02",6.902816,6.902816,6.530427,6.639419,25443200,4.80935
"2002-07-03",6.53951,6.975477,6.516803,6.911898,20417100,5.00672
